788.625, 237.858, 0, 0, 6.95317e-310, -0.15, 0.35
873.199, 236.597, 0, 0, 6.95317e-310, -0.15, 0.35
958.411, 235.612, 0, 0, 6.95317e-310, -0.15, 0.35
1044.25, 235.077, 0, 0, 6.95317e-310, -0.15, 0.35
1130.37, 234.788, 0, 0, 6.95317e-310, -0.15, 0.35
784.423, 319.544, 0, 0, 6.95317e-310, -0.15, 0.35
870.051, 318.611, 0, 0, 6.95317e-310, -0.15, 0.35
956.397, 317.866, 0, 0, 6.95317e-310, -0.15, 0.35
1042.99, 317.155, 0, 0, 6.95317e-310, -0.15, 0.35
1129.81, 317.087, 0, 0, 6.95317e-310, -0.15, 0.35
781.147, 403.816, 0, 0, 6.95317e-310, -0.15, 0.35
867.42, 403.063, 0, 0, 6.95317e-310, -0.15, 0.35
954.269, 402.239, 0, 0, 6.95317e-310, -0.15, 0.35
1041.89, 401.926, 0, 0, 6.95317e-310, -0.15, 0.35
1129.82, 401.961, 0, 0, 6.95317e-310, -0.15, 0.35
778.61, 489.934, 0, 0, 6.95317e-310, -0.15, 0.35
865.323, 489.26, 0, 0, 6.95317e-310, -0.15, 0.35
953.117, 489.051, 0, 0, 6.95317e-310, -0.15, 0.35
1041.2, 488.643, 0, 0, 6.95317e-310, -0.15, 0.35
1129.8, 488.592, 0, 0, 6.95317e-310, -0.15, 0.35
777.369, 577.578, 0, 0, 6.95317e-310, -0.15, 0.35
864.573, 577.194, 0, 0, 6.95317e-310, -0.15, 0.35
952.277, 577.206, 0, 0, 6.95317e-310, -0.15, 0.35
1041.18, 577.245, 0, 0, 6.95317e-310, -0.15, 0.35
1129.81, 577.196, 0, 0, 6.95317e-310, -0.15, 0.35
1156.06, 497.116, 0, 0, 6.95317e-310, -0.05, 0.45
1233.89, 497.145, 0, 0, 6.95317e-310, -0.05, 0.45
1312.28, 497.263, 0, 0, 6.95317e-310, -0.05, 0.45
1389.6, 497.774, 0, 0, 6.95317e-310, -0.05, 0.45
1466.62, 498.067, 0, 0, 6.95317e-310, -0.05, 0.45
1156.01, 575.227, 0, 0, 6.95317e-310, -0.05, 0.45
1233.87, 575.273, 0, 0, 6.95317e-310, -0.05, 0.45
1312.37, 575.296, 0, 0, 6.95317e-310, -0.05, 0.45
1390.35, 575.411, 0, 0, 6.95317e-310, -0.05, 0.45
1467.54, 575.653, 0, 0, 6.95317e-310, -0.05, 0.45
1156.01, 653.401, 0, 0, 6.95317e-310, -0.05, 0.45
1233.88, 653.397, 0, 0, 6.95317e-310, -0.05, 0.45
1312.33, 653.393, 0, 0, 6.95317e-310, -0.05, 0.45
1390.8, 653.444, 0, 0, 6.95317e-310, -0.05, 0.45
1468.12, 653.38, 0, 0, 6.95317e-310, -0.05, 0.45
1156.01, 731.547, 0, 0, 6.95317e-310, -0.05, 0.45
1233.85, 731.523, 0, 0, 6.95317e-310, -0.05, 0.45
1312.31, 731.512, 0, 0, 6.95317e-310, -0.05, 0.45
1390.31, 731.423, 0, 0, 6.95317e-310, -0.05, 0.45
1467.51, 731.114, 0, 0, 6.95317e-310, -0.05, 0.45
1155.97, 809.638, 0, 0, 6.95317e-310, -0.05, 0.45
1233.9, 809.649, 0, 0, 6.95317e-310, -0.05, 0.45
1312.02, 809.029, 0, 0, 6.95317e-310, -0.05, 0.45
1389.6, 808.992, 0, 0, 6.95317e-310, -0.05, 0.45
1466.42, 808.564, 0, 0, 6.95317e-310, -0.05, 0.45
536.006, 481.056, 0, 0, 6.95317e-310, -0.05, 0.35
619.422, 480.015, 0, 0, 6.95317e-310, -0.05, 0.35
704.273, 479.293, 0, 0, 6.95317e-310, -0.05, 0.35
790.193, 478.632, 0, 0, 6.95317e-310, -0.05, 0.35
876.903, 477.824, 0, 0, 6.95317e-310, -0.05, 0.35
533.561, 567.151, 0, 0, 6.95317e-310, -0.05, 0.35
617.538, 566.756, 0, 0, 6.95317e-310, -0.05, 0.35
702.477, 566.527, 0, 0, 6.95317e-310, -0.05, 0.35
788.912, 566.042, 0, 0, 6.95317e-310, -0.05, 0.35
876.094, 565.711, 0, 0, 6.95317e-310, -0.05, 0.35
532.827, 654.054, 0, 0, 6.95317e-310, -0.05, 0.35
616.574, 654.164, 0, 0, 6.95317e-310, -0.05, 0.35
701.853, 654.158, 0, 0, 6.95317e-310, -0.05, 0.35
787.933, 654.16, 0, 0, 6.95317e-310, -0.05, 0.35
875.532, 654.215, 0, 0, 6.95317e-310, -0.05, 0.35
533.88, 740.706, 0, 0, 6.95317e-310, -0.05, 0.35
617.607, 741.341, 0, 0, 6.95317e-310, -0.05, 0.35
