0.801068, 0.369877, -0.470618, 1.005191, 0.197840, -0.905654, -0.375034, 0.652969, -0.564934, 0.207320, -0.798667, 1.390553, 0.000000, 0.000000, 0.000000, 1.000000, 
0.964426, 0.018174, 0.263729, 0.518344, 0.169547, -0.807946, -0.564338, 0.911610, 0.202822, 0.588976, -0.782285, 1.263673, 0.000000, 0.000000, 0.000000, 1.000000, 
0.949443, 0.119581, 0.290273, 0.686202, 0.269837, -0.783418, -0.559861, 0.774384, 0.160457, 0.609882, -0.776078, 1.073451, 0.000000, 0.000000, 0.000000, 1.000000, 
0.949448, 0.119582, 0.290256, 0.686221, 0.285037, -0.715810, -0.637472, 0.881721, 0.131538, 0.687980, -0.713709, 0.987170, 0.000000, 0.000000, 0.000000, 1.000000, 
0.639551, 0.744297, -0.192343, 0.781611, 0.661414, -0.660271, -0.355772, 0.585161, -0.391799, 0.100316, -0.914566, 1.504248, 0.000000, 0.000000, 0.000000, 1.000000, 
0.639550, 0.744296, -0.192352, 0.781623, 0.689292, -0.665990, -0.285192, 0.469073, -0.340372, 0.049808, -0.938971, 1.544384, 0.000000, 0.000000, 0.000000, 1.000000, 
0.639550, 0.744296, -0.192352, 0.781623, 0.733815, -0.665639, -0.135799, 0.223357, -0.229111, -0.054301, -0.971884, 1.598519, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633135, 0.736830, -0.237111, 0.843290, 0.758347, -0.651850, -0.000705, 0.001145, -0.155080, -0.179366, -0.971482, 1.576814, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633133, 0.736829, -0.237119, 0.843302, 0.769514, -0.632256, 0.089998, -0.146076, -0.083607, -0.239448, -0.967303, 1.570026, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633131, 0.736826, -0.237136, 0.843325, 0.773343, -0.615189, 0.153244, -0.248729, -0.032969, -0.280411, -0.959314, 1.557051, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633128, 0.736822, -0.237156, 0.843343, 0.532380, -0.636923, -0.557585, 0.905009, -0.561890, 0.226765, -0.795523, 1.291204, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633128, 0.736822, -0.237156, 0.843343, 0.584051, -0.655811, -0.478326, 0.776366, -0.507971, 0.164331, -0.845554, 1.372409, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633128, 0.736822, -0.237156, 0.843343, 0.637406, -0.670118, -0.380335, 0.617318, -0.439162, 0.089637, -0.893925, 1.450920, 0.000000, 0.000000, 0.000000, 1.000000, 
0.633128, 0.736822, -0.237156, 0.843343, 0.693672, -0.676049, -0.248550, 0.403419, -0.343466, -0.007144, -0.939138, 1.524304, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057410, 0.426542, 0.588037, -0.550229, -0.592841, 1.076363, -0.480493, 0.351970, -0.803270, 1.458418, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057410, 0.426542, 0.632520, -0.582232, -0.510808, 0.927423, -0.420214, 0.296042, -0.857776, 1.557378, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057410, 0.426542, 0.710501, -0.633707, -0.305949, 0.555481, -0.268048, 0.158275, -0.950315, 1.725392, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057410, 0.426542, 0.731326, -0.645173, -0.221166, 0.401550, -0.204508, 0.101916, -0.973545, 1.767568, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057410, 0.426542, 0.747737, -0.652023, -0.125520, 0.227894, -0.132477, 0.038742, -0.990429, 1.798222, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057409, 0.426542, 0.754866, -0.636692, 0.157483, -0.285927, 0.082696, -0.145802, -0.985851, 1.789912, 0.000000, 0.000000, 0.000000, 1.000000, 
0.650645, 0.757209, -0.057409, 0.426542, 0.754866, -0.636692, 0.157483, -0.285927, 0.082696, -0.145802, -0.985851, 1.789912, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.763607, -0.633048, 0.127103, -0.203606, 0.009073, -0.186311, -0.982449, 1.573791, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.747914, -0.658236, -0.085732, 0.137335, -0.154281, -0.046758, -0.986920, 1.580953, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.720934, -0.658637, -0.215525, 0.345251, -0.251857, 0.040722, -0.966907, 1.548895, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.696836, -0.652767, -0.297178, 0.476052, -0.312406, 0.096728, -0.945011, 1.513819, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.628012, -0.624099, -0.464867, 0.744673, -0.434486, 0.214387, -0.874791, 1.401334, 0.000000, 0.000000, 0.000000, 1.000000, 
0.645618, 0.751358, -0.136525, 0.773120, 0.578506, -0.597907, -0.554831, 0.888788, -0.498506, 0.279229, -0.820685, 1.314660, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.663005, 0.472360, 0.580776, -1.159917, 0.632698, 0.061113, -0.771983, 1.541792, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.766511, 0.475623, 0.431560, -0.861905, 0.502338, -0.025335, -0.864300, 1.726166, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.871415, 0.452335, 0.189814, -0.379094, 0.283758, -0.149170, -0.947222, 1.891776, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.902356, 0.427264, 0.056560, -0.112961, 0.160113, -0.210485, -0.964396, 1.926076, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.915541, 0.396100, -0.069933, 0.139668, 0.040839, -0.264507, -0.963519, 1.924324, 0.000000, 0.000000, 0.000000, 1.000000, 
-0.400147, 0.879284, -0.258343, 0.259281, 0.915666, 0.371929, -0.152392, 0.304355, -0.037911, -0.297535, -0.953958, 1.905229, 0.000000, 0.000000, 0.000000, 1.000000, 
