0.852514, 0.000008, -0.522704, -1.153134, 0.000001, 1.000000, 0.000018, -0.000038, 0.522704, -0.000016, 0.852514, -1.821661, 0.000000, 0.000000, 0.000000, 1.000000, -0.00274453, -0.0242128, 0.135215
0.852514, 0.000008, -0.522704, -1.153134, -0.161523, 0.951062, -0.263424, 0.562887, 0.497121, 0.309001, 0.810795, -1.732514, 0.000000, 0.000000, 0.000000, 1.000000, -0.00496095, -0.0121645, 0.150665
0.852514, 0.000008, -0.522704, -1.153134, -0.307236, 0.809027, -0.501081, 1.070714, 0.422877, 0.587772, 0.689709, -1.473777, 0.000000, 0.000000, 0.000000, 1.000000, -0.0131151, 0.0008834, 0.150655
0.852514, 0.000008, -0.522704, -1.153134, -0.422875, 0.587798, -0.689688, 1.473732, 0.307239, 0.809007, 0.501110, -1.070777, 0.000000, 0.000000, 0.000000, 1.000000, -0.0242128, 0.00274453, 0.135215
0.852514, 0.000008, -0.522704, -1.153134, -0.497120, 0.309032, -0.810784, 1.732490, 0.161526, 0.951051, 0.263459, -0.562961, 0.000000, 0.000000, 0.000000, 1.000000, 0.0221372, -0.0100624, 0.135203
0.852514, 0.000008, -0.522704, -1.153134, -0.522704, 0.000016, -0.852514, 1.821661, 0.000002, 1.000000, 0.000018, -0.000039, 0.000000, 0.000000, 0.000000, 1.000000, 0.0127083, 0.00319406, 0.150666
0.852514, 0.000008, -0.522704, -1.153134, -0.497121, -0.309001, -0.810795, 1.732514, -0.161523, 0.951062, -0.263424, 0.562887, 0.000000, 0.000000, 0.000000, 1.000000, -0.00686403, 0.0112135, 0.15067
0.852514, 0.000008, -0.522704, -1.153134, -0.422877, -0.587772, -0.689709, 1.473777, -0.307236, 0.809027, -0.501081, 1.070714, 0.000000, 0.000000, 0.000000, 1.000000, 0.016401, 0.0177424, 0.135172
0.852514, 0.000008, -0.522704, -1.153134, -0.307239, -0.809007, -0.501110, 1.070777, -0.422875, 0.587798, -0.689688, 1.473732, 0.000000, 0.000000, 0.000000, 1.000000, 0.0112135, 0.00686404, 0.15067
0.852514, 0.000008, -0.522704, -1.153134, -0.161526, -0.951051, -0.263459, 0.562961, -0.497120, 0.309032, -0.810784, 1.732490, 0.000000, 0.000000, 0.000000, 1.000000, -0.0220113, 0.0100605, 0.135178
0.852514, 0.000008, -0.522704, -1.153134, -0.000002, -1.000000, -0.000018, 0.000039, -0.522704, 0.000016, -0.852514, 1.821661, 0.000000, 0.000000, 0.000000, 1.000000, 0.00849715, 0.0098567, 0.150707
0.852514, 0.000008, -0.522704, -1.153134, 0.161523, -0.951062, 0.263424, -0.562887, -0.497121, -0.309001, -0.810795, 1.732514, 0.000000, 0.000000, 0.000000, 1.000000, -0.0118913, 0.0211605, 0.135197
0.852514, 0.000008, -0.522704, -1.153134, 0.307236, -0.809027, 0.501081, -1.070714, -0.422877, -0.587772, -0.689709, 1.473777, 0.000000, 0.000000, 0.000000, 1.000000, -0.0098567, 0.00849716, 0.150707
0.852514, 0.000008, -0.522704, -1.153134, 0.422875, -0.587798, 0.689688, -1.473732, -0.307239, -0.809007, -0.501110, 1.070777, 0.000000, 0.000000, 0.000000, 1.000000, -0.016401, -0.0177424, 0.135172
0.852514, 0.000008, -0.522704, -1.153134, 0.497120, -0.309032, 0.810784, -1.732490, -0.161526, -0.951051, -0.263459, 0.562961, 0.000000, 0.000000, 0.000000, 1.000000, 0.0211605, 0.0118913, 0.135197
0.852514, 0.000008, -0.522704, -1.153134, 0.522704, -0.000016, 0.852514, -1.821661, -0.000002, -1.000000, -0.000018, 0.000039, 0.000000, 0.000000, 0.000000, 1.000000, 0.0118913, -0.0211605, 0.135197
0.852514, 0.000008, -0.522704, -1.153134, 0.497121, 0.309001, 0.810795, -1.732514, 0.161523, -0.951062, 0.263424, -0.562887, 0.000000, 0.000000, 0.000000, 1.000000, 0.00686403, -0.0112135, 0.15067
0.852514, 0.000008, -0.522704, -1.153134, 0.422877, 0.587772, 0.689709, -1.473777, 0.307236, -0.809027, 0.501081, -1.070714, 0.000000, 0.000000, 0.000000, 1.000000, 0.0121645, -0.00496094, 0.150664
0.852514, 0.000008, -0.522704, -1.153134, 0.307239, 0.809007, 0.501110, -1.070777, 0.422875, -0.587798, 0.689688, -1.473732, 0.000000, 0.000000, 0.000000, 1.000000, 0.0131151, -0.000883401, 0.150655
0.852514, 0.000008, -0.522704, -1.153134, 0.161526, 0.951051, 0.263459, -0.562961, 0.497120, -0.309032, 0.810784, -1.732490, 0.000000, 0.000000, 0.000000, 1.000000, -0.00319406, 0.0127083, 0.150666
0.841891, 0.000008, -0.539648, -1.132113, 0.000002, 1.000000, 0.000018, -0.000039, 0.539648, -0.000016, 0.841891, -1.813327, 0.000000, 0.000000, 0.000000, 1.000000, -0.0100605, -0.0220113, 0.135178
