0.852514, 0.000008, -0.522704, -1.153134, 0.000001, 1.000000, 0.000018, -0.000038, 0.522704, -0.000016, 0.852514, -1.821661, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.161523, 0.951062, -0.263424, 0.562887, 0.497121, 0.309001, 0.810795, -1.732514, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.307236, 0.809027, -0.501081, 1.070714, 0.422877, 0.587772, 0.689709, -1.473777, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.422875, 0.587798, -0.689688, 1.473732, 0.307239, 0.809007, 0.501110, -1.070777, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.497120, 0.309032, -0.810784, 1.732490, 0.161526, 0.951051, 0.263459, -0.562961, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.522704, 0.000016, -0.852514, 1.821661, 0.000002, 1.000000, 0.000018, -0.000039, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.497121, -0.309001, -0.810795, 1.732514, -0.161523, 0.951062, -0.263424, 0.562887, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.422877, -0.587772, -0.689709, 1.473777, -0.307236, 0.809027, -0.501081, 1.070714, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.307239, -0.809007, -0.501110, 1.070777, -0.422875, 0.587798, -0.689688, 1.473732, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.161526, -0.951051, -0.263459, 0.562961, -0.497120, 0.309032, -0.810784, 1.732490, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, -0.000002, -1.000000, -0.000018, 0.000039, -0.522704, 0.000016, -0.852514, 1.821661, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, 0.161523, -0.951062, 0.263424, -0.562887, -0.497121, -0.309001, -0.810795, 1.732514, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, 0.307236, -0.809027, 0.501081, -1.070714, -0.422877, -0.587772, -0.689709, 1.473777, 0.000000, 0.000000, 0.000000, 1.000000, 
0.852514, 0.000008, -0.522704, -1.153134, 0.422875, -0.587798, 0.689688, -1.473732, -0.307239, -0.809007, -0.501110, 1.070777, 0.000000, 0.000000, 0.000000, 1.000000, 
