0, 2043.94, 1370.56
1, 2100.83, 1361.79
2, 2155.74, 1351.96
3, 2212.44, 1342.47
4, 2267.14, 1334.04
5, 2323.45, 1323.5
6, 2377.66, 1314.64
7, 2433.15, 1305.77
8, 2487.5, 1295.45
9, 2543.25, 1285.73
10, 2052.46, 1426.21
11, 2108.56, 1416.61
12, 2164.69, 1407.42
13, 2219.71, 1397.57
14, 2275.7, 1389.25
15, 2330.06, 1378.42
16, 2386.03, 1368.92
17, 2440.22, 1359.33
18, 2495.3, 1349.63
19, 2549.2, 1340.52
20, 2060.32, 1480.32
21, 2116.39, 1471.27
22, 2171.61, 1461.18
23, 2227.97, 1452.69
24, 2282.63, 1442.61
25, 2338.65, 1432.88
26, 2392.25, 1423.26
27, 2447.63, 1414.59
28, 2501.72, 1404.46
29, 2556.98, 1394.81
30, 2068.96, 1534.88
31, 2124, 1525.39
32, 2180.25, 1515.91
33, 2235.25, 1506.21
34, 2291.07, 1496.57
35, 2345.01, 1487.31
36, 2400.71, 1478.3
37, 2454.41, 1468.27
38, 2509.51, 1459
39, 2562.92, 1448.7
40, 2076.67, 1588.72
41, 2132.9, 1579.32
42, 2187.28, 1569.8
43, 2243.32, 1559.78
44, 2297.41, 1550.81
45, 2353.62, 1541.13
46, 2406.6, 1530.94
47, 2462.23, 1521.65
48, 2515.61, 1512.17
49, 2571.12, 1502.57
50, 2085.31, 1642.44
51, 2139.96, 1632.45
52, 2195.85, 1623.57
53, 2250.05, 1613.46
54, 2306.34, 1604.46
55, 2359.89, 1593.98
56, 2414.86, 1584.62
57, 2468.25, 1574.36
58, 2523.52, 1565.89
59, 2576.61, 1555.42
60, 2093.07, 1695.41
61, 2148.75, 1686.04
62, 2203.37, 1676.62
63, 2258.52, 1667.89
64, 2313, 1657.46
65, 2367.67, 1648.03
66, 2421.11, 1637.42
67, 2476.3, 1627.83
68, 2529.44, 1618.34
69, 2584.12, 1609.09
