0, 1996.12, 566.516
1, 2054.91, 560.392
2, 2112.52, 553.485
3, 2170.24, 546.913
4, 2228.03, 539.865
5, 2285.81, 533.665
6, 2343.19, 526.546
7, 2400.38, 520.517
8, 2457.04, 513.275
9, 2513.7, 507.22
10, 2003.21, 626.519
11, 2061.63, 619.508
12, 2119.25, 612.469
13, 2177.09, 605.922
14, 2234.5, 599.149
15, 2291.51, 591.937
16, 2349.57, 585.545
17, 2406.68, 578.75
18, 2463.49, 572.127
19, 2520.22, 564.995
20, 2010.24, 685.331
21, 2068.28, 678.895
22, 2125.52, 671.389
23, 2184.27, 665.02
24, 2240.81, 657.375
25, 2298.06, 650.831
26, 2355.47, 643.879
27, 2412.76, 637.299
28, 2469.94, 630.266
29, 2526.3, 623.794
30, 2017.22, 744.573
31, 2074.94, 736.962
32, 2132.37, 730.301
33, 2189.45, 722.658
34, 2247.65, 716.496
35, 2304.31, 709.287
36, 2361.42, 702.64
37, 2418.3, 695.343
38, 2475.33, 688.74
39, 2531.55, 681.638
40, 2023.18, 802.243
41, 2081.4, 795.177
42, 2138.66, 788.384
43, 2195.79, 781.76
44, 2253.94, 774.526
45, 2310.68, 767.604
46, 2367.85, 760.482
47, 2424.01, 753.446
48, 2480.79, 746.37
49, 2537.67, 739.756
50, 2030.4, 860.483
51, 2087.32, 854.172
52, 2144.89, 846.868
53, 2202.71, 839.718
54, 2259.62, 832.188
55, 2316.42, 825.554
56, 2373.15, 818.528
57, 2429.44, 811.347
58, 2486.65, 804.372
59, 2542.35, 797.142
60, 2036.95, 918.595
61, 2094.22, 911.42
62, 2151.14, 904.279
63, 2208.48, 896.976
64, 2265.2, 889.633
65, 2321.84, 882.955
66, 2378.61, 876.118
67, 2435.81, 868.679
68, 2491.75, 861.995
69, 2548.02, 855.096
