0.801068, 0.369877, -0.470618, 1.005191, -0.550135, 0.145106, -0.822372, 1.431827, -0.235887, 0.917679, 0.319722, -0.556667, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.548650, 0.139368, -0.824354, 1.435278, -0.239321, 0.918568, 0.314576, -0.547707, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.547143, 0.133624, -0.826304, 1.438674, -0.242745, 0.919421, 0.309418, -0.538726, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.545615, 0.127875, -0.828222, 1.442012, -0.246160, 0.920238, 0.304248, -0.529723, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.544066, 0.122121, -0.830107, 1.445295, -0.249565, 0.921020, 0.299065, -0.520701, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.542496, 0.116363, -0.831960, 1.448521, -0.252961, 0.921765, 0.293871, -0.511657, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.540904, 0.110599, -0.833781, 1.451691, -0.256346, 0.922474, 0.288666, -0.502594, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.539291, 0.104832, -0.835569, 1.454804, -0.259722, 0.923147, 0.283449, -0.493511, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.537658, 0.099060, -0.837324, 1.457860, -0.263088, 0.923785, 0.278221, -0.484409, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.536003, 0.093285, -0.839046, 1.460859, -0.266443, 0.924386, 0.272983, -0.475288, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.534327, 0.087505, -0.840736, 1.463801, -0.269788, 0.924951, 0.267733, -0.466149, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.532631, 0.081723, -0.842393, 1.466685, -0.273122, 0.925479, 0.262473, -0.456991, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.530913, 0.075937, -0.844017, 1.469513, -0.276445, 0.925972, 0.257203, -0.447815, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.529175, 0.070148, -0.845608, 1.472283, -0.279758, 0.926429, 0.251923, -0.438622, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.527416, 0.064357, -0.847166, 1.474996, -0.283060, 0.926849, 0.246633, -0.429412, 0.000000, 0.000000, 0.000000, 1.000000 
0.801068, 0.369877, -0.470618, 1.005191, -0.525637, 0.058563, -0.848691, 1.477651, -0.286351, 0.927233, 0.241334, -0.420185, 0.000000, 0.000000, 0.000000, 1.000000 
